¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2387"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
4069,9856¤¸¤jªá½¬,73.00,0,2000,,4070,9857¤¸¤jªFÄª,69.50,1000,0 
4071,9857¤¸¤jªFÄª,71.00,1000,0,,4072,9857¤¸¤jªFÄª,71.70,2000,0 
4073,9857¤¸¤jªFÄª,72.20,0,2000,,4074,9857¤¸¤jªFÄª,72.40,1000,0 
4075,9858¤¸¤jÀs¼æ,69.90,1000,1000,,4076,9858¤¸¤jÀs¼æ,70.00,1000,0 
4077,9858¤¸¤jÀs¼æ,70.20,0,2000,,4078,9858¤¸¤jÀs¼æ,70.30,5000,0 
4079,9858¤¸¤jÀs¼æ,70.40,5000,0,,4080,9858¤¸¤jÀs¼æ,70.50,9000,2000 
4081,9858¤¸¤jÀs¼æ,70.60,3000,0,,4082,9858¤¸¤jÀs¼æ,70.70,4000,0 
4083,9858¤¸¤jÀs¼æ,70.90,1000,0,,4084,9858¤¸¤jÀs¼æ,71.40,1000,0 
4085,9858¤¸¤jÀs¼æ,71.70,2000,0,,4086,9858¤¸¤jÀs¼æ,71.80,1000,10000 
4087,9858¤¸¤jÀs¼æ,71.90,0,2000,,4088,9858¤¸¤jÀs¼æ,72.00,0,17000 
4089,9858¤¸¤jÀs¼æ,72.10,0,2000,,4090,9858¤¸¤jÀs¼æ,72.20,11000,1000 
4091,9858¤¸¤jÀs¼æ,72.30,1000,2000,,4092,9858¤¸¤jÀs¼æ,72.40,2000,0 
4093,9858¤¸¤jÀs¼æ,72.80,0,1000,,4094,9858¤¸¤jÀs¼æ,73.00,2000,0 
4095,9859¤¸¤j¸g°ê,69.80,1000,0,,4096,9859¤¸¤j¸g°ê,69.90,0,1000 
4097,9859¤¸¤j¸g°ê,70.00,1000,0,,4098,9859¤¸¤j¸g°ê,70.10,0,2000 
4099,9859¤¸¤j¸g°ê,70.30,0,9000,,4100,9859¤¸¤j¸g°ê,71.00,0,1000 
4101,9859¤¸¤j¸g°ê,71.30,3000,0,,4102,9859¤¸¤j¸g°ê,71.40,2000,0 
4103,9859¤¸¤j¸g°ê,71.50,1000,2000,,4104,9859¤¸¤j¸g°ê,71.60,1000,0 
4105,9859¤¸¤j¸g°ê,71.70,11000,0,,4106,9859¤¸¤j¸g°ê,72.20,0,1000 
4107,9859¤¸¤j¸g°ê,72.40,1000,3000,,4108,9859¤¸¤j¸g°ê,72.60,1000,0 
4109,9859¤¸¤j¸g°ê,72.70,1000,0,,4110,9859¤¸¤j¸g°ê,73.00,2000,0 
4111,985C¤¸¤j»ñ¤¤,69.50,0,5050,,4112,985C¤¸¤j»ñ¤¤,70.80,1000,0 
4113,985C¤¸¤j»ñ¤¤,71.40,1000,0,,4114,985C¤¸¤j»ñ¤¤,71.70,0,1000 
4115,985C¤¸¤j»ñ¤¤,71.90,2000,0,,4116,985C¤¸¤j»ñ¤¤,72.20,1000,0 
4117,985C¤¸¤j»ñ¤¤,72.40,1000,0,,4118,985C¤¸¤j»ñ¤¤,72.80,1000,0 
4119,9862¤¸¤j«n¨Ê,69.50,0,1000,,4120,9862¤¸¤j«n¨Ê,69.80,2000,0 
4121,9862¤¸¤j«n¨Ê,70.10,1000,0,,4122,9862¤¸¤j«n¨Ê,70.30,1000,0 
4123,9862¤¸¤j«n¨Ê,70.50,1000,0,,4124,9862¤¸¤j«n¨Ê,71.00,1000,0 
4125,9862¤¸¤j«n¨Ê,71.30,1000,2000,,4126,9862¤¸¤j«n¨Ê,71.40,1000,1000 
4127,9862¤¸¤j«n¨Ê,71.50,2000,5000,,4128,9862¤¸¤j«n¨Ê,71.60,2000,0 
4129,9862¤¸¤j«n¨Ê,71.70,2000,1000,,4130,9862¤¸¤j«n¨Ê,71.90,1000,1000 
4131,9862¤¸¤j«n¨Ê,72.00,7000,0,,4132,9862¤¸¤j«n¨Ê,72.10,1000,0 
4133,9862¤¸¤j«n¨Ê,72.20,1000,0,,4134,9862¤¸¤j«n¨Ê,72.30,2000,0 
4135,9862¤¸¤j«n¨Ê,72.40,1000,0,,4136,9862¤¸¤j«n¨Ê,72.50,1000,0 
4137,9862¤¸¤j«n¨Ê,72.70,0,2000,,4138,9862¤¸¤j«n¨Ê,72.80,1000,0 
4139,9862¤¸¤j«n¨Ê,72.90,1000,0,,4140,9862¤¸¤j«n¨Ê,73.20,1000,0 
4141,9863¤¸¤j©M¥­,69.50,0,15000,,4142,9863¤¸¤j©M¥­,69.80,1000,0 
4143,9863¤¸¤j©M¥­,70.10,2000,0,,4144,9863¤¸¤j©M¥­,70.40,5000,0 
4145,9863¤¸¤j©M¥­,70.90,2000,0,,4146,9863¤¸¤j©M¥­,71.00,3000,0 
4147,9863¤¸¤j©M¥­,71.50,2000,0,,4148,9863¤¸¤j©M¥­,71.70,1000,0 
4149,9863¤¸¤j©M¥­,71.80,2000,0,,4150,9863¤¸¤j©M¥­,72.10,0,1000 
4151,9863¤¸¤j©M¥­,72.40,1000,0,,4152,9867¤¸¤j¥_¦¨,71.40,0,1000 
4153,9867¤¸¤j¥_¦¨,71.60,0,1000,,4154,9867¤¸¤j¥_¦¨,71.80,2000,0 
4155,9867¤¸¤j¥_¦¨,72.20,1000,0,,4156,9867¤¸¤j¥_¦¨,72.50,0,1000 
4157,9867¤¸¤j¥_¦¨,72.80,1000,0,,4158,9868¤¸¤j¤å¤ß,71.70,0,1000 
4159,9868¤¸¤j¤å¤ß,72.80,1000,0,,4160,9869¤¸¤j·s²±,70.30,1000,0 
4161,9869¤¸¤j·s²±,70.50,1000,0,,4162,9869¤¸¤j·s²±,71.00,0,1000 
4163,9869¤¸¤j·s²±,71.70,1000,0,,4164,9869¤¸¤j·s²±,72.00,1000,2000 
4165,986K¤¸¤j°ò§µ,70.40,1000,1000,,4166,986K¤¸¤j°ò§µ,70.50,0,1000 
4167,986K¤¸¤j°ò§µ,72.20,0,1000,,4168,986K¤¸¤j°ò§µ,73.00,2000,1000 
4169,986K¤¸¤j°ò§µ,73.10,0,1000,,4170,9871¤¸¤j©¾§µ,71.50,1000,0 
4171,9871¤¸¤j©¾§µ,72.10,0,1000,,4172,9871¤¸¤j©¾§µ,72.40,1000,0 
4173,9872¤¸¤j´_¥_,69.70,1000,0,,4174,9872¤¸¤j´_¥_,70.20,0,2000 
4175,9872¤¸¤j´_¥_,71.30,0,1000,,4176,9872¤¸¤j´_¥_,71.60,0,1000 
4177,9872¤¸¤j´_¥_,72.00,2000,0,,4178,9873¤¸¤j¦èªù,71.50,0,1000 
4179,9873¤¸¤j¦èªù,72.10,1000,0,,4180,9874¤¸¤jÂù©M,70.20,1000,0 
4181,9874¤¸¤jÂù©M,70.40,0,1000,,4182,9874¤¸¤jÂù©M,72.00,0,1000 
4183,9874¤¸¤jÂù©M,72.30,0,1000,,4184,9874¤¸¤jÂù©M,72.60,2000,0 
4185,9874¤¸¤jÂù©M,72.80,0,1000,,4186,9874¤¸¤jÂù©M,73.10,0,1000 
4187,9875¤¸¤j¥Ã¹ç,69.50,1000,0,,4188,9875¤¸¤j¥Ã¹ç,70.50,0,1000 
4189,9875¤¸¤j¥Ã¹ç,71.00,0,1000,,4190,9875¤¸¤j¥Ã¹ç,71.80,1000,0 
4191,9875¤¸¤j¥Ã¹ç,71.90,0,1000,,4192,9875¤¸¤j¥Ã¹ç,72.10,0,10000 
4193,9875¤¸¤j¥Ã¹ç,72.40,1000,0,,4194,9875¤¸¤j¥Ã¹ç,73.00,1000,0 
4195,9878¤¸¤jª÷µØ,70.10,0,10000,,4196,9878¤¸¤jª÷µØ,71.40,5000,0 
4197,9878¤¸¤jª÷µØ,73.20,30000,0,,4198,9879¤¸¤jªO¤T,69.80,1000,0 
4199,9879¤¸¤jªO¤T,70.10,1000,20000,,4200,9879¤¸¤jªO¤T,70.20,0,47000 
4201,9879¤¸¤jªO¤T,70.30,0,26000,,4202,9879¤¸¤jªO¤T,71.80,1000,0 
4203,9879¤¸¤jªO¤T,71.90,1000,0,,4204,9879¤¸¤jªO¤T,72.00,17000,0 
4205,9879¤¸¤jªO¤T,72.30,3000,0,,4206,9879¤¸¤jªO¤T,72.40,11000,0 
4207,9879¤¸¤jªO¤T,73.00,22000,1000,,4208,987A¤¸¤j·¨±ö,69.70,1000,0 
4209,987A¤¸¤j·¨±ö,69.90,0,2000,,4210,987A¤¸¤j·¨±ö,70.20,3000,0 
4211,987A¤¸¤j·¨±ö,72.20,1000,3000,,4212,987A¤¸¤j·¨±ö,72.50,0,2000 
4213,987A¤¸¤j·¨±ö,72.90,1000,0,,4214,9884¤¸¤jÂí¥_,71.50,0,1000 
4215,9884¤¸¤jÂí¥_,71.70,1000,0,,4216,9884¤¸¤jÂí¥_,71.80,1000,0 
4217,9884¤¸¤jÂí¥_,72.30,0,1000,,4218,9888¤¸¤jøÊ¥Ã,70.00,1000,0 
4219,9888¤¸¤jøÊ¥Ã,72.40,0,1000,,4220,9888¤¸¤jøÊ¥Ã,72.70,0,2000 
4221,9889¤¸¤j­ûªL,69.50,0,1000,,4222,9889¤¸¤j­ûªL,71.00,5000,0 
4223,9889¤¸¤j­ûªL,71.40,0,1000,,4224,9889¤¸¤j­ûªL,72.00,5000,0 
4225,9889¤¸¤j­ûªL,73.00,0,5000,,4226,988B¤¸¤j®ç¶é,69.50,9000,0 
4227,988B¤¸¤j®ç¶é,69.90,1000,0,,4228,988B¤¸¤j®ç¶é,70.20,1000,0 
4229,988B¤¸¤j®ç¶é,70.30,3000,0,,4230,988B¤¸¤j®ç¶é,70.50,1000,0 
4231,988B¤¸¤j®ç¶é,70.90,0,2000,,4232,988B¤¸¤j®ç¶é,71.20,0,2000 
4233,988B¤¸¤j®ç¶é,71.30,0,1000,,4234,988B¤¸¤j®ç¶é,71.40,0,1000 
4235,988B¤¸¤j®ç¶é,71.50,0,3000,,4236,988B¤¸¤j®ç¶é,71.60,0,2000 
4237,988B¤¸¤j®ç¶é,71.70,2000,0,,4238,988B¤¸¤j®ç¶é,71.80,0,1000 
4239,988B¤¸¤j®ç¶é,71.90,0,3000,,4240,988B¤¸¤j®ç¶é,72.00,10000,2000 
4241,988B¤¸¤j®ç¶é,72.20,0,3000,,4242,988B¤¸¤j®ç¶é,72.50,2000,0 
4243,988B¤¸¤j®ç¶é,73.20,1000,0,,4244,988C¤¸¤j¤T­«,72.70,0,1000 
4245,988C¤¸¤j¤T­«,73.00,0,1000,,4246,9891¤¸¤j¥Ã©M,71.00,1000,0 
4247,9891¤¸¤j¥Ã©M,71.40,1000,10000,,4248,9891¤¸¤j¥Ã©M,71.60,0,1000 
4249,9891¤¸¤j¥Ã©M,71.70,0,1000,,4250,9891¤¸¤j¥Ã©M,71.90,0,1000 
4251,9891¤¸¤j¥Ã©M,72.10,0,1000,,4252,9891¤¸¤j¥Ã©M,72.20,0,11000 
4253,9891¤¸¤j¥Ã©M,72.40,1000,0,,4254,9891¤¸¤j¥Ã©M,72.80,1000,1000 
4255,9892¤¸¤j«ÌªF,69.80,0,2000,,4256,9892¤¸¤j«ÌªF,69.90,0,1000 
4257,9892¤¸¤j«ÌªF,71.50,1000,0,,4258,9892¤¸¤j«ÌªF,71.70,0,1000 
4259,9892¤¸¤j«ÌªF,72.20,0,1000,,4260,9892¤¸¤j«ÌªF,72.50,0,5000 
4261,9893¤¸¤j¤j¤Ñ,71.90,0,2000,,4262,9893¤¸¤j¤j¤Ñ,72.30,0,2000 
4263,9896¤¸¤j¥x«n,70.00,0,2000,,4264,9896¤¸¤j¥x«n,70.30,0,1000 
4265,9896¤¸¤j¥x«n,70.50,0,3000,,4266,9896¤¸¤j¥x«n,70.80,2000,0 
4267,9896¤¸¤j¥x«n,70.90,0,1000,,4268,9896¤¸¤j¥x«n,71.70,3000,0 
4269,9896¤¸¤j¥x«n,71.80,0,1000,,4270,9896¤¸¤j¥x«n,72.00,0,1000 
4271,9896¤¸¤j¥x«n,72.20,1000,0,,4272,9896¤¸¤j¥x«n,72.30,1000,0 
4273,9897¤¸¤j¤g«°,69.50,4000,0,,4274,9897¤¸¤j¤g«°,70.30,0,2000 
4275,9897¤¸¤j¤g«°,70.50,0,17000,,4276,9897¤¸¤j¤g«°,70.60,0,35000 
4277,9897¤¸¤j¤g«°,70.70,0,13000,,4278,9897¤¸¤j¤g«°,71.00,0,20000 
4279,9897¤¸¤j¤g«°,71.20,0,6000,,4280,9897¤¸¤j¤g«°,71.30,0,22000 
4281,9897¤¸¤j¤g«°,71.40,0,2000,,4282,9897¤¸¤j¤g«°,71.60,0,20000 
4283,9897¤¸¤j¤g«°,71.80,6000,1000,,4284,9897¤¸¤j¤g«°,72.00,0,1000 
4285,9897¤¸¤j¤g«°,72.20,0,2000,,4286,9898¤¸¤j·s²ø,70.00,1000,0 
4287,9898¤¸¤j·s²ø,71.50,3000,3000,,4288,9898¤¸¤j·s²ø,71.70,0,1000 
4289,9898¤¸¤j·s²ø,71.90,0,1000,,4290,9899¤¸¤j²H¤ô,70.00,1000,0 
4291,9899¤¸¤j²H¤ô,72.00,0,1000,,4292,9899¤¸¤j²H¤ô,72.80,1000,0 
4293,989a¤¸¤j­b¸Ì,70.40,0,2000,,4294,989a¤¸¤j­b¸Ì,70.60,1000,0 
4295,989a¤¸¤j­b¸Ì,71.80,2000,0,,4296,989a¤¸¤j­b¸Ì,72.60,0,1000 
4297,989A¤¸¤j¥_§ë,70.20,0,1000,,4298,989A¤¸¤j¥_§ë,70.30,0,2000 
4299,989A¤¸¤j¥_§ë,71.40,0,20000,,4300,989A¤¸¤j¥_§ë,71.70,0,1000 
4301,989A¤¸¤j¥_§ë,71.80,1000,0,,4302,989A¤¸¤j¥_§ë,72.00,0,2000 
4303,989A¤¸¤j¥_§ë,72.20,5000,2000,,4304,989A¤¸¤j¥_§ë,72.40,1000,0 
4305,989A¤¸¤j¥_§ë,72.60,20000,0,,4306,989B¤¸¤j¤¤´ä,69.50,2000,0 
4307,989B¤¸¤j¤¤´ä,72.00,1000,10000,,4308,989B¤¸¤j¤¤´ä,72.10,5000,11000 
4309,989B¤¸¤j¤¤´ä,72.50,0,10000,,4310,989C¤¸¤jªO¾ô,71.10,0,1000 
4311,989C¤¸¤jªO¾ô,71.60,0,1000,,4312,989C¤¸¤jªO¾ô,72.20,1000,0 
4313,989C¤¸¤jªO¾ô,73.20,0,3000,,4314,989d¤¸¤j¥_¤Ù,69.50,0,20 
4315,989d¤¸¤j¥_¤Ù,70.40,0,1000,,4316,989d¤¸¤j¥_¤Ù,70.50,7000,0 
4317,989d¤¸¤j¥_¤Ù,71.10,0,1000,,4318,989d¤¸¤j¥_¤Ù,71.30,1000,0 
4319,989d¤¸¤j¥_¤Ù,71.70,0,5000,,4320,989d¤¸¤j¥_¤Ù,72.20,1000,0 
4321,989d¤¸¤j¥_¤Ù,72.30,0,5000,,4322,989D¤¸¤j¥ªÀç,70.40,1000,0 
4323,989D¤¸¤j¥ªÀç,72.20,2000,0,,4324,989e¤¸¤j¤¤©M,71.90,1000,0 
4325,989e¤¸¤j¤¤©M,72.00,1000,0,,4326,989e¤¸¤j¤¤©M,72.20,1000,0 
4327,989e¤¸¤j¤¤©M,72.50,0,1000,,4328,989E¤¸¤j¯ó¤Ù,69.50,0,1000 
4329,989E¤¸¤j¯ó¤Ù,70.00,0,20000,,4330,989E¤¸¤j¯ó¤Ù,70.20,0,2000 
4331,989E¤¸¤j¯ó¤Ù,70.30,0,1000,,4332,989E¤¸¤j¯ó¤Ù,70.40,1000,0 
4333,989E¤¸¤j¯ó¤Ù,70.50,1000,0,,4334,989E¤¸¤j¯ó¤Ù,70.90,1000,0 
4335,989E¤¸¤j¯ó¤Ù,71.20,0,2000,,4336,989E¤¸¤j¯ó¤Ù,71.40,1000,0 
4337,989E¤¸¤j¯ó¤Ù,71.50,5000,5000,,4338,989E¤¸¤j¯ó¤Ù,71.60,1000,0 
4339,989E¤¸¤j¯ó¤Ù,71.80,2000,1000,,4340,989E¤¸¤j¯ó¤Ù,71.90,5000,0 
4341,989E¤¸¤j¯ó¤Ù,72.00,0,1000,,4342,989E¤¸¤j¯ó¤Ù,72.20,7000,1000 
4343,989E¤¸¤j¯ó¤Ù,72.30,5000,0,,4344,989E¤¸¤j¯ó¤Ù,72.40,6000,0 
4345,989E¤¸¤j¯ó¤Ù,73.00,2000,1000,,4346,989f¤¸¤jªF´ä,70.40,0,1000 
4347,989f¤¸¤jªF´ä,70.80,0,3000,,4348,989f¤¸¤jªF´ä,71.10,1000,0 
4349,989f¤¸¤jªF´ä,71.30,1000,0,,4350,989f¤¸¤jªF´ä,71.80,2000,0 
4351,989f¤¸¤jªF´ä,72.30,1000,0,,4352,989f¤¸¤jªF´ä,72.70,1000,0 
4353,989f¤¸¤jªF´ä,72.80,1000,0,,4354,989F¤¸¤j°ª¶¯,70.00,1000,0 
4355,989F¤¸¤j°ª¶¯,70.10,2000,0,,4356,989F¤¸¤j°ª¶¯,70.20,1000,0 
4357,989F¤¸¤j°ª¶¯,70.30,3000,0,,4358,989F¤¸¤j°ª¶¯,72.20,1000,0 
4359,989F¤¸¤j°ª¶¯,72.80,0,1000,,4360,989F¤¸¤j°ª¶¯,73.00,0,5000 
4361,989g¤¸¤j¹Å¸q,69.50,0,1000,,4362,989g¤¸¤j¹Å¸q,69.80,1000,0 
4363,989g¤¸¤j¹Å¸q,70.40,2000,0,,4364,989g¤¸¤j¹Å¸q,70.90,0,1000 
4365,989g¤¸¤j¹Å¸q,71.30,1000,0,,4366,989g¤¸¤j¹Å¸q,71.50,1000,0 
4367,989g¤¸¤j¹Å¸q,72.00,2000,0,,4368,989g¤¸¤j¹Å¸q,72.10,0,1000 
4369,989g¤¸¤j¹Å¸q,72.80,0,4000,,4370,989G¤¸¤j¤j¦P,70.60,0,2000 
4371,989G¤¸¤j¤j¦P,70.80,0,1000,,4372,989G¤¸¤j¤j¦P,71.30,0,4000 
4373,989G¤¸¤j¤j¦P,71.40,2000,1000,,4374,989G¤¸¤j¤j¦P,71.50,3000,0 
4375,989G¤¸¤j¤j¦P,71.60,12000,0,,4376,989G¤¸¤j¤j¦P,71.70,9000,0 
4377,989G¤¸¤j¤j¦P,72.00,1000,0,,4378,989G¤¸¤j¤j¦P,72.20,1000,0 
4379,989G¤¸¤j¤j¦P,72.50,0,2000,,4380,989G¤¸¤j¤j¦P,72.70,2000,0 
4381,989G¤¸¤j¤j¦P,72.80,0,2000,,4382,989G¤¸¤j¤j¦P,72.90,1000,0 
4383,989G¤¸¤j¤j¦P,73.10,0,1000,,4384,989I¤¸¤jÄª¬w,70.30,0,4000 
4385,989I¤¸¤jÄª¬w,71.40,1000,0,,4386,989I¤¸¤jÄª¬w,71.70,1000,0 
4387,989I¤¸¤jÄª¬w,72.20,0,1000,,4388,989I¤¸¤jÄª¬w,72.40,0,1000 
4389,989I¤¸¤jÄª¬w,72.80,4000,0,,4390,989j¤¸¤j¾ðªL,70.90,0,1000 
4391,989j¤¸¤j¾ðªL,71.60,1000,0,,4392,989j¤¸¤j¾ðªL,71.70,1000,0 
4393,989j¤¸¤j¾ðªL,71.80,2000,0,,4394,989j¤¸¤j¾ðªL,72.20,0,1000 
4395,989k¤¸¤j¥j«F,69.50,2000,0,,4396,989k¤¸¤j¥j«F,71.60,3000,0 
4397,989k¤¸¤j¥j«F,72.10,3000,0,,4398,989k¤¸¤j¥j«F,72.20,1000,0 
4399,989k¤¸¤j¥j«F,73.00,0,5000,,4400,989L¤¸¤j¦¨¥\,70.20,1000,0 
4401,989L¤¸¤j¦¨¥\,70.30,0,1000,,4402,989L¤¸¤j¦¨¥\,71.60,1000,0 
4403,989L¤¸¤j¦¨¥\,71.70,0,4000,,4404,989L¤¸¤j¦¨¥\,72.00,3000,0 
4405,989L¤¸¤j¦¨¥\,72.20,0,5000,,4406,989L¤¸¤j¦¨¥\,72.30,0,1000 
4407,989L¤¸¤j¦¨¥\,72.50,0,1000,,4408,989L¤¸¤j¦¨¥\,73.00,0,1000 
4409,989L¤¸¤j¦¨¥\,73.10,1000,0,,4410,989L¤¸¤j¦¨¥\,73.20,4000,0 
4411,989m¤¸¤j«H¸q,71.00,2000,2000,,4412,989m¤¸¤j«H¸q,71.20,0,1000 
4413,989m¤¸¤j«H¸q,71.50,2000,0,,4414,989m¤¸¤j«H¸q,72.00,0,1000 
4415,989N¤¸¤j¤º´ò,69.50,0,1000,,4416,989N¤¸¤j¤º´ò,69.70,1000,0 
4417,989N¤¸¤j¤º´ò,69.80,2000,0,,4418,989N¤¸¤j¤º´ò,71.40,2000,0 
4419,989N¤¸¤j¤º´ò,71.60,1000,0,,4420,989N¤¸¤j¤º´ò,71.70,1000,0 
4421,989N¤¸¤j¤º´ò,72.10,0,1000,,4422,989N¤¸¤j¤º´ò,72.20,0,4000 
4423,989N¤¸¤j¤º´ò,72.40,1000,1000,,4424,989N¤¸¤j¤º´ò,72.80,1000,0 
4425,989P¤¸¤j´°«n,69.50,0,1000,,4426,989P¤¸¤j´°«n,69.80,0,1000 
4427,989P¤¸¤j´°«n,71.00,2000,0,,4428,989P¤¸¤j´°«n,71.80,0,2000 
4429,989P¤¸¤j´°«n,72.00,1000,1000,,4430,989P¤¸¤j´°«n,72.10,3000,0 
4431,989P¤¸¤j´°«n,72.30,1000,1000,,4432,989Q¤¸¤j¦Á¤î,69.90,0,1000 
4433,989Q¤¸¤j¦Á¤î,71.00,0,1000,,4434,989Q¤¸¤j¦Á¤î,71.50,1000,0 
4435,989Q¤¸¤j¦Á¤î,71.70,1000,0,,4436,989Q¤¸¤j¦Á¤î,71.90,0,5000 
4437,989Q¤¸¤j¦Á¤î,72.00,1000,4000,,4438,989Q¤¸¤j¦Á¤î,72.20,5000,1000 
4439,989Q¤¸¤j¦Á¤î,72.50,0,1000,,4440,989Q¤¸¤j¦Á¤î,73.20,0,1000 
4441,989S¤¸¤j³À´ä,69.50,0,1000,,4442,989S¤¸¤j³À´ä,71.00,1000,0 
4443,989S¤¸¤j³À´ä,71.40,1000,0,,4444,989S¤¸¤j³À´ä,71.80,1000,0 
4445,989S¤¸¤j³À´ä,72.60,0,1000,,4446,989S¤¸¤j³À´ä,73.20,0,1000 
4447,989U¤¸¤j¤j¥Ò,70.40,0,1000,,4448,989U¤¸¤j¤j¥Ò,71.70,0,1000 
4449,989U¤¸¤j¤j¥Ò,72.20,1000,0,,4450,989U¤¸¤j¤j¥Ò,72.30,1000,0 
4451,989U¤¸¤j¤j¥Ò,72.70,0,2000,,4452,989V¤¸¤j¥_­«,70.20,1000,0 
4453,989V¤¸¤j¥_­«,70.80,0,20000,,4454,989V¤¸¤j¥_­«,71.60,0,1000 
4455,989V¤¸¤j¥_­«,72.80,0,1000,,4456,989V¤¸¤j¥_­«,72.90,4000,0 
4457,989V¤¸¤j¥_­«,73.00,16000,0,,4458,989W¤¸¤j¯¸«e,71.00,1000,0 
4459,989W¤¸¤j¯¸«e,71.50,5000,1000,,4460,989W¤¸¤j¯¸«e,71.60,3000,0 
4461,989W¤¸¤j¯¸«e,71.90,1000,5000,,4462,989W¤¸¤j¯¸«e,72.00,0,3000 
4463,989W¤¸¤j¯¸«e,72.20,2000,0,,4464,989W¤¸¤j¯¸«e,72.90,0,2000 
4465,989X¤¸¤j¥Á¥Í,71.80,0,1000,,4466,989X¤¸¤j¥Á¥Í,72.00,2000,0 
4467,989X¤¸¤j¥Á¥Í,72.20,1000,0,,4468,989X¤¸¤j¥Á¥Í,72.50,0,1000 
4469,989X¤¸¤j¥Á¥Í,73.00,0,1000,,4470,989Y¤¸¤j°ò¶©,69.50,0,1000 
4471,989Y¤¸¤j°ò¶©,70.20,1000,0,,4472,989Y¤¸¤j°ò¶©,70.50,1000,2000 
4473,989Y¤¸¤j°ò¶©,70.60,1000,0,,4474,989Y¤¸¤j°ò¶©,71.10,1000,0 
4475,989Y¤¸¤j°ò¶©,72.10,0,1000,,4476,989Z¤¸¤j¤p´ä,69.50,58000,0 
4477,989Z¤¸¤j¤p´ä,69.60,1000,0,,4478,989Z¤¸¤j¤p´ä,69.80,1000,0 
4479,989Z¤¸¤j¤p´ä,70.10,0,4000,,4480,989Z¤¸¤j¤p´ä,71.50,5000,0 
4481,989Z¤¸¤j¤p´ä,71.70,0,10000,,4482,989Z¤¸¤j¤p´ä,71.80,0,23000 
4483,989Z¤¸¤j¤p´ä,72.00,0,6000,,4484,989Z¤¸¤j¤p´ä,72.10,0,10000 
4485,989Z¤¸¤j¤p´ä,72.20,0,15000,,4486,989Z¤¸¤j¤p´ä,72.80,1000,0 
4487,9A00¥ÃÂ×ª÷,71.40,0,1000,,4488,9A00¥ÃÂ×ª÷,71.50,0,2000 
4489,9A00¥ÃÂ×ª÷,71.80,2000,0,,4490,9A00¥ÃÂ×ª÷,72.00,0,1000 
4491,9A00¥ÃÂ×ª÷,72.30,3000,0,,4492,9A61¥ÃÂ×»ñ¤s,71.70,0,4000 
4493,9A61¥ÃÂ×»ñ¤s,71.80,3000,0,,4494,9A61¥ÃÂ×»ñ¤s,72.00,5000,1000 
4495,9A61¥ÃÂ×»ñ¤s,72.10,6000,0,,4496,9A61¥ÃÂ×»ñ¤s,72.20,2000,0 
4497,9A61¥ÃÂ×»ñ¤s,72.50,0,1000,,4498,9A69¥ÃÂ×«ÌªF,69.50,0,1000 
4499,9A69¥ÃÂ×«ÌªF,72.10,0,1000,,4500,9A69¥ÃÂ×«ÌªF,72.30,1000,0 
4501,9A69¥ÃÂ×«ÌªF,72.50,0,1000,,4502,9A69¥ÃÂ×«ÌªF,72.70,1000,0 
4503,9A79¥ÃÂ×®H¨½,70.00,0,1000,,4504,9A79¥ÃÂ×®H¨½,70.40,1000,0 
4505,9A79¥ÃÂ×®H¨½,71.40,0,1000,,4506,9A79¥ÃÂ×®H¨½,72.80,1000,0 
4507,9A89¥ÃÂ×´°¥_,70.40,1000,0,,4508,9A89¥ÃÂ×´°¥_,70.90,1000,0 
4509,9A89¥ÃÂ×´°¥_,71.10,1000,0,,4510,9A89¥ÃÂ×´°¥_,71.30,0,2000 
4511,9A89¥ÃÂ×´°¥_,71.40,1000,0,,4512,9A89¥ÃÂ×´°¥_,71.60,0,1000 
4513,9A89¥ÃÂ×´°¥_,71.70,0,1000,,4514,9A89¥ÃÂ×´°¥_,71.80,1000,0 
4515,9A89¥ÃÂ×´°¥_,72.40,1000,0,,4516,9A89¥ÃÂ×´°¥_,72.60,1000,0 
4517,9A89¥ÃÂ×´°¥_,72.80,0,5000,,4518,9A89¥ÃÂ×´°¥_,72.90,1000,0 
4519,9A89¥ÃÂ×´°¥_,73.00,0,1000,,4520,9A8F¥ÃÂ×´°«n,69.50,0,5000 
4521,9A8F¥ÃÂ×´°«n,70.10,1000,0,,4522,9A8F¥ÃÂ×´°«n,70.30,2000,0 
4523,9A8F¥ÃÂ×´°«n,71.00,0,1000,,4524,9A8F¥ÃÂ×´°«n,73.00,2000,0 
4525,9A8F¥ÃÂ×´°«n,73.10,4000,0,,4526,9A91¥ÃÂ×ªQ¤s,69.50,43000,0 
4527,9A91¥ÃÂ×ªQ¤s,70.50,0,40000,,4528,9A91¥ÃÂ×ªQ¤s,71.00,0,1000 
4529,9A91¥ÃÂ×ªQ¤s,71.30,0,1000,,4530,9A91¥ÃÂ×ªQ¤s,71.40,0,3000 
4531,9A91¥ÃÂ×ªQ¤s,71.50,0,6000,,4532,9A91¥ÃÂ×ªQ¤s,71.60,0,11000 
